contrast_1,contrast_2,contrast_3,contrast_4,contrast_5,contrast_6,contrast_7,emotion
14.859834390413058,8.48517553876239,11.536135062962618,13.140823251150561,14.896630153796389,15.938653224519465,17.16114615285816,male_neutral
13.007164071660306,13.099460464986109,14.064017975114401,14.405329989058666,17.03711427993116,16.41421742183434,18.35060089548018,female_neutral
16.11887205519969,10.343189058394334,13.437483203660362,13.741887185427721,16.606387044091637,15.209946016036241,18.312173331237563,male_neutral
12.742497046240683,13.09079245892579,13.357520822963895,14.409872069451476,15.796956927441592,15.382603901446055,17.675456576747667,female_neutral
15.202428817914061,9.114748854828221,12.616371211178897,14.506515041221702,17.087535836392853,15.593206745841265,17.12244209816592,male_neutral
11.62156350761219,11.830741892881841,13.516415929095668,14.935771042751382,17.035300679308396,16.814005741765136,17.286856369602145,female_neutral
15.5021629470635,11.041853401819019,13.610915114564623,14.343603968059965,17.295846034712838,15.85588402068393,18.990151840150716,male_neutral
14.355053395766006,11.934950516349884,14.194791907523875,14.189500196117912,17.029346863138223,16.24872293738129,18.92845766178148,female_neutral
15.55934958192602,8.47788952230321,11.737810261337117,13.160998586089924,15.584248267132441,15.090716668375192,16.273025235298448,male_neutral
13.871672749357119,14.171603214943895,15.746574200638184,15.484777484548571,17.850861240533074,17.22823200860241,20.450142499682073,female_neutral
15.392313429489347,10.25704026865879,12.746333885393614,13.361069482819046,15.463116884080936,15.071698913025843,17.415783637556615,male_neutral
15.533643568627689,13.411121834566217,14.933514111099118,15.270412725820535,16.99751802568642,16.113956936707456,17.988690687569875,female_neutral
14.020381640956284,9.541308397431736,12.324725823694687,13.486374000091176,15.824461099705319,15.600189049755087,16.326806679160146,male_neutral
14.368472727426305,12.722492618224491,13.431127477894147,14.137162042048399,15.028827378408277,14.672162090113723,17.23694023277743,female_neutral
14.726073570977947,9.97337480686469,13.608693288281957,14.419724311607279,16.191818386250436,17.042696335044962,18.333323264578205,male_neutral
15.821103350206444,12.287141241856974,14.053228473583626,15.004851375197418,16.459273777837776,15.466049643314127,18.194223252526573,female_neutral
15.487326424079031,10.309390848482467,14.151887425018154,14.254966779351353,16.743268755225234,17.38217607727183,18.800138139596207,male_neutral
15.528827528511693,11.730709455585437,12.715681472462249,12.921768832370645,15.341235571946878,14.559808059510454,17.433162570373334,female_neutral
15.269572373320765,10.69627680754487,14.102579398783735,14.646685019499913,16.439900281068816,16.580096057189177,16.937753743206976,male_neutral
13.131950008406806,12.866045253502707,13.718226931040004,14.299328091192066,16.463439922261628,15.31888988784814,18.27522898660038,female_neutral
15.631099588280017,9.456506031486265,13.58503908797885,13.570998220583338,16.444978171192172,17.002198280313078,18.60406783574496,male_neutral
15.850034159270061,12.852291664405124,14.753657292684572,15.862779842133044,17.386489839653308,15.820505794545456,19.425114600015362,female_neutral
16.563342627166907,11.382523381360658,13.958781085297538,14.685306964523688,16.537731738219396,16.653179710486732,18.966658124562553,male_neutral
13.653757357255524,14.15744517092694,15.923194630235285,15.903726336522192,17.181949482951282,15.98363122179168,18.163092866077644,female_neutral
15.13142343772876,9.101594408901699,12.306145435379282,13.242768230214658,14.79706808838811,16.028110748791747,17.30341636867396,male_neutral
11.815422479250708,12.202710956638493,13.62270956398319,14.498429324067562,16.2007565553712,15.803945585135953,18.075329425113793,female_neutral
14.62782673699232,10.72750071732853,13.687121508969774,13.921039873696172,17.4588568259054,15.881174496383831,19.324783875939694,male_neutral
14.352785372997904,13.464425736589428,14.251877006166064,15.094134013584426,17.005252150940574,15.766821901343917,17.72658741766362,female_neutral
14.440028234421797,9.26324197670712,12.050668743957127,14.30237260581471,17.485101989371877,15.859021473279448,16.635209299327883,male_neutral
14.67250946309456,13.538708262228136,14.321743571499379,16.001515440946033,17.894953704676364,17.568465098431023,18.159358313204113,female_neutral
15.892039220298535,10.85376260490925,14.12541884356082,15.110272435383258,17.45191075317404,16.102075263511143,19.110946261754762,male_neutral
14.91979982384882,12.54353660685156,14.595480360770658,14.513564082900945,16.98604895764843,16.481192213929884,18.67550842604428,female_neutral
14.19830524300128,8.975483657777927,11.64309148318252,13.267040592866506,15.415587965008514,15.45935186563799,16.180539197779492,male_neutral
14.683229615224777,12.936564649738006,14.726455650611918,15.655296768123236,17.31845782398848,18.30172007179416,22.70770774679553,female_neutral
15.258468495524498,10.757326365070224,13.073224446018875,13.67688461155193,15.339161415349114,15.075373101235078,18.077910571925884,male_neutral
14.161540080497577,13.322338825895944,13.776488904945792,14.850294464876095,16.77044842059958,16.232762732671304,17.930003945923325,female_neutral
13.992835837589203,8.975497813488767,12.383330656335703,13.083775243776163,15.970030577421882,15.08979995778081,16.28092587789778,male_neutral
13.327211630805154,11.75128139955083,13.051938657410549,13.938819970720157,15.019009634612564,14.429977281816065,17.40340264564031,female_neutral
14.236609420548126,9.810031157754276,13.047059455989872,13.835124656465455,15.986108041113141,16.563604537576822,18.083324752370956,male_neutral
15.633421923653337,11.801641689567072,14.075572821395669,14.977183331594675,16.236708365583777,15.230429252476902,18.1866901654175,female_neutral
14.66712570678861,9.815205068551533,12.635688254681982,13.617402198014823,15.890241130085496,16.98946041667486,18.025618098063983,male_neutral
16.25812436082287,11.500021429353612,12.807451638839215,13.256989819723742,15.291255588473934,14.480766246037492,17.56014782157459,female_neutral
15.28506387158184,11.13928360772465,13.783264939269175,14.989281732075797,16.402190446553664,16.978939639503025,17.536529278913175,male_neutral
12.268514423529709,14.09305792401026,14.39938821297687,14.819197472026454,16.81508034771281,16.33610254995213,18.775590476320197,female_neutral
15.18681744471229,9.695414256297866,14.02165429286279,14.19114224527028,15.836130698788203,16.97712317802659,18.277175488247515,male_neutral
15.617511414157807,11.726723509472647,14.721713684135365,15.155503495706677,17.312400769811564,16.166896406297933,19.789248480999436,female_neutral
15.537195983242087,11.166050892466714,13.548703972593282,14.292024960537093,15.744741813028204,16.852555547963167,18.706095566659936,male_neutral
13.33126599433668,13.20205694476793,14.832861426924158,14.88411768717172,16.90029340059089,16.157918983004183,18.113815193284367,female_neutral
14.471465804944096,9.08875769921756,12.077312425762093,13.56462854950743,15.356174675640972,16.09204233806759,17.107515808046376,male_neutral
10.721483173288489,12.288058024237833,13.54007371739043,13.982672589996243,16.215691217877882,16.341601007565433,18.38189899391611,female_neutral
17.655495485558497,9.785719218522885,12.980359439233146,13.596057762913194,16.21333176430272,15.100404227307518,19.005487589302085,male_neutral
14.414508149451644,13.137693032016227,14.314479461225453,14.182548659997035,15.986155801658043,15.198855506702518,17.11657488966658,female_neutral
14.928564618124371,9.746817819651257,12.630075024371951,15.317924688778435,15.892437085878312,16.891748420434737,17.75312993334234,male_neutral
14.23726015608903,13.438563003488548,14.685284840686851,15.382759069208896,17.06096548834359,17.173217000529682,18.08737067793465,female_neutral
16.564511407606734,10.608795344321797,14.143089672548566,14.526465789645691,17.744342461076812,16.13458794672714,19.27032165984792,male_neutral
14.195667386959984,12.37525836038678,15.190344982363163,14.889422056586055,16.66455120239846,16.30735561246729,19.174864876733224,female_neutral
14.162093882485259,8.153898647914028,11.716697841010582,12.829010383006985,14.76753560281166,14.151377321629152,16.058252448461733,male_neutral
13.425068744172526,15.276512620198382,16.147718339819935,16.96324807174682,19.557991661776782,19.07831273851597,21.730148226490908,female_neutral
