mel_1,mel_2,mel_3,mel_4,mel_5,mel_6,mel_7,mel_8,mel_9,mel_10,mel_11,mel_12,mel_13,mel_14,mel_15,mel_16,mel_17,mel_18,mel_19,mel_20,mel_21,mel_22,mel_23,mel_24,mel_25,mel_26,mel_27,mel_28,mel_29,mel_30,mel_31,mel_32,mel_33,mel_34,mel_35,mel_36,mel_37,mel_38,mel_39,mel_40,mel_41,mel_42,mel_43,mel_44,mel_45,mel_46,mel_47,mel_48,mel_49,mel_50,mel_51,mel_52,mel_53,mel_54,mel_55,mel_56,mel_57,mel_58,mel_59,mel_60,mel_61,mel_62,mel_63,mel_64,mel_65,mel_66,mel_67,mel_68,mel_69,mel_70,mel_71,mel_72,mel_73,mel_74,mel_75,mel_76,mel_77,mel_78,mel_79,mel_80,mel_81,mel_82,mel_83,mel_84,mel_85,mel_86,mel_87,mel_88,mel_89,mel_90,mel_91,mel_92,mel_93,mel_94,mel_95,mel_96,mel_97,mel_98,mel_99,mel_100,mel_101,mel_102,mel_103,mel_104,mel_105,mel_106,mel_107,mel_108,mel_109,mel_110,mel_111,mel_112,mel_113,mel_114,mel_115,mel_116,mel_117,mel_118,mel_119,mel_120,mel_121,mel_122,mel_123,mel_124,mel_125,mel_126,mel_127,mel_128,emotion
1.7018416e-05,0.0014323465,0.016623283,0.026256986,0.015733637,0.010567065,0.021449225,0.021755029,0.020524174,0.009862923,0.008220311,0.013815585,0.033411037,0.040122755,0.012571743,0.013552632,0.03402612,0.013779652,0.0027752977,0.009250282,0.014812229,0.0054377653,0.0009911531,0.00078852713,0.00049854006,0.00023614688,0.00020389627,0.0004222072,0.0008269131,0.0006624249,0.00043979738,0.00031129582,0.0011466402,0.0014322214,0.0016155054,0.0035862788,0.0035048216,0.0008572151,0.00049161364,0.0007602732,0.00056360045,0.00058535,0.0008842773,0.0007151769,0.0009822892,0.00089035224,0.0006281361,0.00044705175,0.00029237964,0.00051413174,0.0011065771,0.0002225602,6.838968e-05,0.00012402276,0.00010751784,0.000123519,0.00036331866,0.00061319396,0.0006274025,0.00043454996,0.00020456237,9.277496e-05,0.00010107596,8.6717344e-05,0.00012721795,0.00017779655,0.00021818579,0.00029076973,0.00034801665,0.000402505,0.00012504614,4.226182e-05,1.2594921e-05,1.6156904e-05,2.3286559e-05,3.9804367e-05,4.6866902e-05,6.370714e-05,7.952396e-05,5.194839e-05,4.76786e-05,2.587156e-05,2.5399213e-05,3.651424e-05,2.8089547e-05,1.7809763e-05,1.2104497e-05,7.887868e-06,5.4531843e-06,4.099929e-06,4.1890753e-06,4.637532e-06,6.4281985e-06,4.4065296e-06,2.4022586e-06,2.556969e-06,2.8984616e-06,3.0401761e-06,2.1782394e-06,1.5235721e-06,3.6781128e-06,5.9987315e-06,6.0925518e-06,4.9798386e-06,3.5048874e-06,3.2865312e-06,3.4027287e-06,2.150008e-06,2.06826e-06,1.9239592e-06,1.562695e-06,1.1556475e-06,1.2361879e-06,2.1785268e-06,1.3419611e-06,8.7593276e-07,7.71947e-07,5.428046e-07,3.798512e-07,2.6591127e-07,1.3589808e-07,6.4213665e-08,4.1247766e-08,2.83804e-08,2.3136135e-08,1.1604609e-08,5.8176477e-09,5.3610525e-09,male_neutral
2.31389e-05,7.312122e-05,0.00010316969,9.883703e-05,0.002896692,0.0348864,0.09670354,0.04944459,0.016779022,0.027049132,0.027795322,0.063574,0.042003687,0.015521373,0.008129635,0.0034289716,0.005225757,0.0092960745,0.026777726,0.03695263,0.009942338,0.011828486,0.030649312,0.05825876,0.032243695,0.025487754,0.015912928,0.0053769327,0.003338901,0.004094085,0.010424834,0.024324255,0.030257821,0.014209552,0.007407022,0.005592409,0.011402959,0.014241127,0.010083329,0.006527488,0.005064751,0.004992969,0.009258732,0.009075385,0.00681274,0.0062991874,0.0024298849,0.0016667413,0.0054035247,0.011634587,0.019224431,0.012501357,0.0025760443,0.00057686004,0.0009014148,0.0009860389,0.0004627438,0.00033108745,0.0007839051,0.0009460131,0.00028576786,0.00038862534,0.00050781766,0.0006096503,0.0003993799,0.0012278043,0.0010528929,0.0006309105,0.0006722135,0.00032313218,0.00016924363,0.00023945379,0.0001452054,0.00026228328,0.00016828452,0.00018606901,0.00034929867,0.0002461808,0.00025665772,0.00019260462,0.00018916956,0.00012499296,8.691462e-05,4.3239143e-05,4.1183343e-05,4.4042325e-05,5.049731e-05,4.581063e-05,3.704038e-05,3.929972e-05,1.6765956e-05,7.260841e-06,1.4147457e-05,2.2264203e-05,2.1618529e-05,2.1183156e-05,1.5320678e-05,1.2941716e-05,9.0952235e-06,9.148607e-06,5.187397e-06,5.885844e-06,5.921581e-06,7.153561e-06,8.029805e-06,8.036784e-06,1.3303562e-05,1.6200836e-05,1.1085075e-05,8.015471e-06,6.4411015e-06,5.142108e-06,4.7218086e-06,3.0207116e-06,2.300749e-06,2.2714803e-06,1.9605584e-06,1.5385378e-06,8.546747e-07,5.2459814e-07,4.7947935e-07,2.306867e-07,8.5848924e-08,5.5919926e-08,5.2526996e-08,2.3025772e-08,6.673671e-09,5.9521055e-09,female_neutral
7.033786e-05,0.00044141323,0.0022615844,0.00868025,0.04937629,0.053645056,0.020680139,0.011642078,0.009297414,0.01623403,0.024349913,0.0935948,0.19324724,0.075671196,0.04175419,0.041870676,0.024073014,0.019699128,0.023201143,0.06925144,0.06690926,0.028170675,0.007907867,0.03224347,0.07019101,0.06826573,0.02709229,0.003165086,0.0026062413,0.006655722,0.00939047,0.008190691,0.0042085694,0.0036578022,0.0064748987,0.016794296,0.013779315,0.0034476183,0.0010753447,0.0019649449,0.0022419172,0.00091212953,0.0009643757,0.0025592977,0.0013891928,0.0004929014,0.0016363815,0.002711913,0.0006414106,0.0020831516,0.0028504801,0.0013309072,0.0041672005,0.002085072,0.00077234244,0.0016366596,0.001560998,0.0015286264,0.0010203092,0.00062858267,0.0009904489,0.0012817127,0.00019633611,0.00030257303,0.00012132664,0.00012585544,0.00012717633,0.0001754123,0.00021794849,0.0001676105,0.00019054722,0.0004641404,0.00012635277,6.645113e-05,0.0001259755,0.00013836921,7.382449e-05,3.3823388e-05,4.2977706e-05,0.00012893268,0.00011063288,0.0001530005,0.0001836059,0.00017337155,0.00018945744,8.282287e-05,2.7931272e-05,2.3579167e-05,4.1347455e-05,5.0294595e-05,5.6218403e-05,4.711321e-05,4.4288918e-05,4.0913128e-05,4.8248563e-05,5.356861e-05,5.2357893e-05,4.4170723e-05,3.3458695e-05,2.6678961e-05,2.3028968e-05,4.2066345e-05,7.7903445e-05,9.887648e-05,6.8051704e-05,2.4021156e-05,1.7764689e-05,1.6917897e-05,9.787979e-06,6.7248043e-06,5.0168896e-06,5.938231e-06,6.2215354e-06,3.650472e-06,2.214968e-06,1.6696871e-06,1.2476229e-06,6.8379745e-07,4.2772376e-07,3.110072e-07,2.0170195e-07,1.8480581e-07,2.0698151e-07,1.9301267e-07,1.1646025e-07,3.8567286e-08,7.955523e-09,6.1750676e-09,male_neutral
6.9531043e-06,1.1679899e-05,1.24858625e-05,0.00025655734,0.0044769575,0.011504972,0.023102947,0.023702003,0.0060340897,0.0076901866,0.044944387,0.062410735,0.018815866,0.009756003,0.026070192,0.026464527,0.0076447786,0.001846448,0.0014913096,0.002275127,0.0042691617,0.006504334,0.015782114,0.010363811,0.0032320765,0.0018398031,0.0007137792,0.00020996753,0.0009940353,0.010304206,0.012628288,0.0024836962,0.0007512632,0.00034135324,0.00019901423,0.001436248,0.012716893,0.0065983925,0.0009042445,0.00022502034,0.00040507302,0.0051128212,0.015771223,0.0063652694,0.0012211882,0.0006357237,0.0007473787,0.001261909,0.0010464952,0.0007889808,0.0010511326,0.00045206066,0.00016273747,0.00018816369,0.00058773876,0.00023733062,3.284827e-05,4.2924854e-05,6.291232e-05,0.00032190964,0.00039436063,0.00014530274,0.00014214027,0.00061892264,0.00069650414,0.0001864971,0.00027081024,0.00079867366,0.0005611048,6.403037e-05,9.484008e-05,9.784579e-05,3.7831986e-05,6.6469336e-05,0.00014111387,9.997066e-05,8.686551e-05,0.00013532474,0.0001955243,9.925581e-05,0.00011597766,0.000102308644,5.438594e-05,6.0305e-05,4.9069306e-05,6.56244e-05,7.668841e-05,2.9027286e-05,2.7985949e-05,1.6266995e-05,1.1713979e-05,2.8031649e-05,6.225024e-05,2.9372664e-05,1.6608754e-05,1.7589367e-05,3.4206885e-05,3.7602244e-05,2.5972364e-05,2.3534723e-05,1.706025e-05,1.6498429e-05,1.1538754e-05,1.3103625e-05,8.641042e-06,3.258004e-06,2.7134358e-06,2.8794636e-06,2.2349786e-06,2.0066245e-06,2.4855326e-06,2.399185e-06,1.3480083e-06,9.452465e-07,6.103799e-07,4.662981e-07,3.7421412e-07,3.433303e-07,2.211442e-07,1.7448632e-07,9.720896e-08,6.2305396e-08,5.5697715e-08,3.5408828e-08,2.6339348e-08,1.604812e-08,6.198714e-09,5.3707834e-09,female_neutral
0.000118226606,0.0005193505,0.0038071927,0.010076965,0.0075533264,0.0022296687,0.0038662457,0.011060021,0.010699863,0.0021166508,0.002465197,0.01911738,0.030235477,0.010303075,0.0032675888,0.002089147,0.0034688823,0.003399916,0.0018107144,0.0029550407,0.0035756924,0.0021891517,0.0015250825,0.0057445327,0.006223505,0.0021491556,0.00028542924,0.0011744036,0.0010510406,0.00031342256,0.0007058216,0.0034041076,0.0021684333,0.0006114678,0.0016494452,0.004996379,0.0021955164,0.0005469719,0.0003840359,0.0002034816,0.00049600797,0.0003254597,0.00018086012,9.111206e-05,6.14164e-05,0.00010124138,4.9520484e-05,5.1251005e-05,8.4367566e-05,6.988308e-05,0.00020748908,0.00020448102,0.0003625364,0.00014740108,0.00024211055,9.7406344e-05,6.528664e-05,7.620347e-05,9.576475e-05,0.00011507959,8.899747e-05,4.57116e-05,3.800876e-05,2.1540656e-05,1.7081033e-05,3.025998e-05,2.0650661e-05,2.2275863e-05,2.577133e-05,2.8420744e-05,2.8843424e-05,2.346457e-05,1.3459212e-05,1.849082e-05,1.7469187e-05,1.9107807e-05,2.7787311e-05,2.1363743e-05,1.981046e-05,2.4679568e-05,3.31473e-05,2.04404e-05,1.6416852e-05,1.3564601e-05,8.38745e-06,4.6999194e-06,3.056519e-06,2.356463e-06,2.496231e-06,2.1754536e-06,1.649654e-06,1.0195707e-06,6.9333635e-07,7.699185e-07,9.5012814e-07,1.4445216e-06,3.7273314e-06,2.9012044e-06,2.8471336e-06,1.7981062e-06,2.0678597e-06,1.8378123e-06,2.0468174e-06,1.7243096e-06,1.5627712e-06,1.1404359e-06,1.2016664e-06,1.408999e-06,1.0329941e-06,1.3251043e-06,8.150481e-07,5.3472746e-07,4.273457e-07,3.7324628e-07,3.2865657e-07,2.0848546e-07,1.5148984e-07,6.990205e-08,4.7367465e-08,4.0149374e-08,2.6520034e-08,1.4772106e-08,9.940554e-09,9.078675e-09,7.763501e-09,7.311444e-09,6.953574e-09,6.8530075e-09,male_neutral
8.362899e-06,2.2727972e-06,2.9195128e-06,3.7313628e-05,0.00041092286,0.0040187533,0.014872937,0.012433685,0.008592401,0.0067228423,0.0016121552,0.0018989905,0.0033565795,0.0035019682,0.0020073135,0.00087447936,0.001990048,0.0045695077,0.013054342,0.011262532,0.0050374013,0.0077725393,0.0026819974,0.00048377414,0.0022772735,0.007284078,0.003310645,0.0028109911,0.008162045,0.004064588,0.0007989222,0.0016218504,0.0010716468,0.00014716775,0.0007338663,0.0022458571,0.0009345854,0.0014426165,0.00058735244,0.0002700035,0.0051877294,0.005392239,0.0022628824,0.0008531848,0.00033407094,0.0011655359,0.0021667283,0.0003351605,0.00020868212,0.0013778955,0.0010288378,0.00010074731,0.0001884045,0.0004980333,0.00031841584,0.00013941477,0.00010649136,0.00012140174,0.0003302855,0.00027152002,6.0694983e-05,0.00013696798,7.6292556e-05,5.850409e-05,6.0974595e-05,9.62964e-05,4.2662363e-05,4.014877e-05,3.659932e-05,5.5978526e-05,5.5079166e-05,4.6311365e-05,5.7365334e-05,5.0087063e-05,2.9405002e-05,2.3544002e-05,2.007492e-05,7.924483e-06,6.834882e-06,6.631327e-06,6.9001558e-06,1.4912045e-05,8.7538565e-06,7.5973867e-06,6.5875934e-06,6.5476597e-06,5.5078413e-06,3.8164494e-06,3.942323e-06,4.8865895e-06,4.8286574e-06,3.3860208e-06,3.5241324e-06,1.4818905e-05,1.6674927e-05,5.086239e-05,4.4044165e-05,1.1625706e-05,6.13171e-06,1.1941498e-05,2.5895513e-05,2.7848086e-05,1.18218595e-05,6.3294765e-06,5.1239786e-06,3.1371178e-06,1.9052301e-06,1.4476544e-06,8.7964247e-07,7.172564e-07,8.2831434e-07,9.3966884e-07,5.9703996e-07,4.0853618e-07,3.327569e-07,2.4893572e-07,2.3658434e-07,2.3142124e-07,1.2455747e-07,7.645231e-08,9.8020436e-08,1.1788905e-07,7.506168e-08,4.695454e-08,2.0625357e-08,1.1684722e-08,5.6763363e-09,5.272557e-09,female_neutral
9.334582e-05,0.0021236145,0.012921328,0.016335048,0.028312506,0.014196416,0.011407131,0.005335983,0.010849172,0.03800761,0.020565297,0.003363118,0.007279303,0.021477675,0.037831087,0.021880431,0.008853546,0.0058182837,0.015821088,0.036430668,0.0077713225,0.002133315,0.013864962,0.02112162,0.02015983,0.0072311927,0.002451648,0.0023723706,0.002832479,0.0013947373,0.00063724606,0.0009999967,0.005061034,0.007968572,0.0025518758,0.00070783845,0.0015513721,0.0020340967,0.0018106349,0.00034348486,0.00042110885,0.000156127,0.00047084576,0.0002844099,0.00021766704,0.00050263334,0.00030581886,0.0002689657,0.00076391804,0.00044631987,0.0002735266,0.00065345864,0.00016815522,0.0011396555,0.0006348873,0.00040455713,0.0004860857,0.0003940202,0.00050145184,0.00044708935,0.00029270747,0.00010914917,6.6793036e-05,4.850072e-05,2.3477169e-05,3.0133127e-05,2.5146686e-05,5.115501e-05,7.010958e-05,0.00010143861,9.598326e-05,6.360594e-05,4.8075115e-05,4.7644724e-05,5.9731377e-05,5.8402664e-05,8.346879e-05,0.000101153724,5.5800243e-05,3.407878e-05,1.9098421e-05,1.55022e-05,1.4734506e-05,1.7803384e-05,5.4699078e-05,7.811006e-05,5.6538804e-05,4.645753e-05,3.2774667e-05,2.394052e-05,8.589283e-06,7.707341e-06,1.0078893e-05,2.0891326e-05,2.2805032e-05,1.6945109e-05,9.9776435e-06,8.417601e-06,1.447044e-05,2.9017054e-05,5.559697e-05,4.889016e-05,4.31379e-05,2.7628024e-05,2.1706916e-05,1.9149153e-05,1.3370635e-05,9.3205945e-06,4.9992595e-06,3.8448934e-06,3.964969e-06,3.5252926e-06,4.9801383e-06,3.5124554e-06,2.4362103e-06,2.3827695e-06,1.5012911e-06,9.651436e-07,8.717337e-07,7.292357e-07,3.599992e-07,1.4707376e-07,7.608075e-08,5.1515514e-08,5.893189e-08,3.664915e-08,8.819442e-09,7.3369044e-09,male_neutral
0.0001273023,5.539587e-05,3.0796815e-05,0.00020033943,0.0068980968,0.028855888,0.032342616,0.030620048,0.008422259,0.0023367142,0.016950801,0.045415234,0.01973837,0.004643291,0.018018778,0.03093116,0.016022496,0.008215799,0.0045052567,0.0051077125,0.0024504876,0.0020298276,0.008982355,0.011324921,0.003251873,0.011140895,0.012269221,0.0023281977,0.0017270684,0.0016619179,0.0005711876,0.0020563256,0.008179903,0.0041799783,0.0016502939,0.00073204795,0.00034802427,0.0039103907,0.005342835,0.0014300632,0.00052218355,0.0002109527,0.0021109928,0.00468144,0.00077271916,0.00017360187,0.00087187724,0.0009812732,0.0006009342,0.00037846147,0.00038978743,8.498128e-05,6.0112263e-05,5.2622832e-05,2.3916355e-05,8.408495e-05,8.803087e-05,2.4873485e-05,4.9411152e-05,6.211453e-05,6.9367554e-05,0.0001239883,0.00017864058,0.00014302223,0.00012904461,0.00012585931,0.0001061883,9.732706e-05,7.997602e-05,8.453834e-05,7.009385e-05,7.764433e-05,6.39783e-05,5.5262757e-05,4.0295945e-05,6.018344e-05,4.213339e-05,4.3387023e-05,4.8977636e-05,4.9660033e-05,5.5581666e-05,3.2614145e-05,2.0945825e-05,1.4208881e-05,1.5655773e-05,7.890838e-06,1.199702e-05,1.187231e-05,8.648607e-06,7.2178495e-06,3.4931497e-06,3.7172724e-06,2.4330272e-06,2.7393662e-06,3.4123225e-06,6.178576e-06,0.00012332277,0.00067711977,0.0012328967,0.00032305723,5.2956468e-05,2.9468812e-05,1.6875325e-05,1.1441966e-05,7.968303e-06,9.666787e-06,1.5402677e-05,1.1043789e-05,1.057156e-05,4.8418583e-06,7.3533747e-06,6.226353e-06,3.3236224e-06,1.8206946e-06,1.7129764e-06,1.0544866e-06,2.2169516e-07,1.7604896e-07,1.0033367e-07,7.808757e-08,4.2250083e-08,3.2435143e-08,3.30854e-08,4.0599684e-08,2.1816875e-08,1.4247245e-08,7.97286e-09,7.226095e-09,female_neutral
0.0070696287,0.005694786,0.01025203,0.002780872,0.0016969742,0.004623925,0.0054816827,0.0027932317,0.0017363993,0.0033471927,0.006257367,0.0033784246,0.0034731203,0.0032236057,0.0019211938,0.0027865774,0.0025437023,0.0010464499,0.0024518692,0.0038243772,0.0007266468,0.00037395628,0.0006939841,0.00038493567,0.00011587972,0.0001550485,0.00013332133,7.081705e-05,0.00013845378,0.0001653796,0.00014665876,0.00026371505,0.00045222184,0.0002869356,9.183909e-05,0.00017012956,0.00013458746,5.5756165e-05,1.6252561e-05,1.6312357e-05,8.986731e-05,8.330275e-05,1.5431693e-05,3.294841e-05,3.6980236e-05,2.1238393e-05,2.7058422e-05,1.7073822e-05,2.4827343e-05,3.282736e-05,3.519332e-05,4.3022726e-05,8.66125e-05,7.756172e-05,7.5916774e-05,4.511341e-05,3.4089007e-05,2.1848145e-05,1.1834221e-05,9.781877e-06,9.5087535e-06,8.311358e-06,1.2521735e-05,1.8826264e-05,7.442752e-05,6.0214432e-05,3.4988832e-05,1.8157192e-05,7.0875044e-06,5.0952153e-06,1.0472984e-05,2.659826e-05,1.1994777e-05,1.7110766e-05,1.5986358e-05,8.013097e-06,6.1894843e-06,4.9395658e-06,6.1065875e-06,3.1418583e-06,2.0779762e-06,1.0197366e-06,9.936039e-07,8.206374e-07,8.114951e-07,1.1908384e-06,1.5624939e-06,3.8150024e-06,2.5130946e-06,2.5938427e-06,1.8684815e-06,1.6661091e-06,8.2479943e-07,4.1419662e-07,5.2444494e-07,9.516106e-07,1.2703272e-06,1.7875981e-06,2.3137916e-06,1.6361024e-06,1.1272783e-06,9.3541416e-07,5.770774e-07,8.9831724e-07,6.0908474e-07,5.747639e-07,6.062118e-07,3.9068607e-07,2.0435755e-07,1.8198759e-07,2.0301029e-07,1.0502797e-07,1.2488402e-07,1.4005929e-07,1.302019e-07,7.6441985e-08,4.4779366e-08,2.1259673e-08,1.3345337e-08,1.1458294e-08,1.0082797e-08,1.0528567e-08,1.0484897e-08,9.344793e-09,8.486981e-09,7.4495765e-09,6.9527224e-09,7.0589534e-09,male_neutral
4.986696e-05,0.000101237594,9.845969e-05,0.0010326036,0.028816504,0.31619367,0.90187263,0.8370105,0.33385807,0.05378724,0.032187264,0.24667917,0.35440516,0.18596154,0.18567364,0.3594556,0.32796776,0.13482718,0.117663085,0.114057526,0.03632813,0.029675981,0.14250527,0.144448,0.05794365,0.10101217,0.09242532,0.025084028,0.004520839,0.039194252,0.15364303,0.07203526,0.049149357,0.018738374,0.00209767,0.003535749,0.029070633,0.09516168,0.045337547,0.012024345,0.0023981587,0.0014291105,0.017726863,0.013004329,0.007381058,0.00438846,0.011175745,0.014420291,0.0024311356,0.0018235955,0.0036441444,0.0087703355,0.036861602,0.010640594,0.003149782,0.0013868895,0.0043596528,0.0025798008,0.00069231674,0.0008772055,0.0006887902,0.00059808284,0.00041215576,0.0005643471,0.00020348087,0.00013711007,0.00014397713,0.00020129584,0.00055783574,0.0005261876,0.00072978454,0.0008801478,0.00062517053,0.0012312044,0.0006257833,0.00032616526,0.0003905496,0.0003224466,0.000321057,0.0003458415,0.0004228962,0.00028526317,0.00030072784,0.0004109904,0.00036016223,0.00034390876,0.0001749975,5.4616998e-05,5.0072234e-05,0.0001803185,0.00039262325,0.00041877173,0.00033171452,0.00012342531,6.132285e-05,3.7393736e-05,0.00012368773,0.00014637892,0.0001491387,0.00016968079,0.00019459402,0.00017395939,0.00025463305,0.0002790939,0.00024033176,0.00023664074,0.00020845322,0.00012149608,9.555941e-05,7.213727e-05,5.806229e-05,4.9659197e-05,4.4462788e-05,2.030261e-05,1.2064208e-05,1.0225497e-05,9.512759e-06,6.704259e-06,5.7044035e-06,5.032536e-06,4.330288e-06,3.6252684e-06,2.7076048e-06,2.4632325e-06,4.006377e-06,1.4199137e-06,1.00198e-07,1.2371169e-08,female_neutral
