tonnetz_1,tonnetz_2,tonnetz_3,tonnetz_4,tonnetz_5,tonnetz_6,emotion
-0.041716538104893744,0.03316717287841819,-0.04639143124222787,-0.05086253838793926,0.012086666848025385,0.012860053756664946,male_neutral
-0.018958622471082306,0.0294711751233658,0.006416083825615076,-0.04334976010863053,0.00742679793875601,-0.0016851612085767788,female_neutral
-0.005815007717555572,-0.012340330792938165,0.015234802885632151,-0.01277881725215557,0.015718446741162146,-0.010650829156866416,male_neutral
-0.0011620974361828708,0.012274269270258292,-0.021147130437255936,0.022202870573457305,-0.004265489662764071,-0.006280284810007631,female_neutral
-0.01970294584331768,0.027158382920269463,-0.054311314155485575,0.014442211777500498,0.016113184073498918,0.010767931974501276,male_neutral
-0.07201094937076158,0.04468181685626088,0.0053724482478480756,-0.06476251260056134,-0.0038727915684328147,-0.0007772537142844072,female_neutral
-0.0006099629462081805,-0.017759547536690175,-0.03467149227791471,0.008653166749682075,0.012530361531323439,0.018662174734544002,male_neutral
-0.06451600570953538,0.05664853957766531,0.07925240528036613,-0.058448858908731714,0.02140720514458019,0.04130799047355926,female_neutral
-0.0010136935247358797,-0.0060926775517184,-0.057032348940009726,0.013275851780724112,0.011059998240542355,0.001046425993979023,male_neutral
-0.0344779455465889,0.045359917721788164,0.0025305273165606664,-0.0015346037107524734,0.0036904429040445315,-0.02079630835670466,female_neutral
-0.04123582159366895,0.0071731645465911,-0.024747149684166855,-0.08155927403624808,-0.0019820207916392313,0.01546035610076233,male_neutral
-0.015237293282733268,0.04004994612723683,0.05201720517904328,-0.0037211640915480594,0.025730523340049615,-0.006564675409195118,female_neutral
-0.028221974833812693,-0.010425296961698046,-0.04265099737930762,-0.006972583979618693,0.009598377677406568,-0.0018505362681294083,male_neutral
-0.021687927173563278,0.035604750081808786,-0.030090266107324747,-0.06208505141948803,0.02189797494141566,0.0015589199407438355,female_neutral
-0.04359434472628974,0.025328077803937896,-0.0051431239853747335,-0.013865208857445731,0.01811601160330788,0.011164712019653777,male_neutral
0.016184115039195954,-0.005190044873914524,-0.040187048665420576,-0.0023898062146304007,-0.0004355831796447841,0.01941239877379743,female_neutral
-0.04343140921584721,-0.0112371281903443,-0.030544735029495396,-0.0548998348621863,0.012942606129155484,0.02336194850601415,male_neutral
-0.019411730482472946,0.10098073425050713,-0.16223727342061314,0.0236173429065004,-0.04966426566969817,-0.02796081842517517,female_neutral
-0.04432650122959884,0.03134574517364596,-0.04872190634737727,-0.0758757412513202,0.00616280641154535,-0.007393514371294282,male_neutral
-0.032835924844517916,0.03262159149155212,-0.040587234819319466,0.0005206665127002697,0.017944069087940093,0.0004602138205157922,female_neutral
-0.011042024926189383,0.05205102328600288,-0.03301159181476912,0.009851074427003443,-0.013306141733659911,-0.016679860762734346,male_neutral
0.05432531633438223,0.04136662436743176,-0.025887867632456315,0.029310119731618678,0.01765350822556357,-0.01937726660562627,female_neutral
-0.021493738532166462,0.011861097630428719,-0.013925004367004888,0.05465908879962017,0.029285559913801176,0.004672952247092275,male_neutral
-0.007113492556486548,0.03889468020354482,-0.019248451308639627,0.031125332566209224,0.010285057465325088,0.02181240845035571,female_neutral
-0.07225893469510034,0.040763959467711136,-0.058096103196124786,-0.06533779748849393,0.026144924905602027,0.005307663056163451,male_neutral
